day,users_count,questions_count,answers_count,comments_count,reactions_count,follows_count,blocks_count,mutes_count,reports_count,themes_count,user_bans_count,inbox_count
2018-06-09,7,69,81,286,371,19,0,0,0,2,0,244
2018-06-10,1,89,106,177,301,6,0,0,0,1,0,370
2018-06-11,2,98,72,29,69,20,0,0,1,2,0,179
2018-06-12,1,101,83,43,82,2,0,0,0,0,0,164
2018-06-13,2,79,51,176,261,4,0,0,0,0,0,249
2018-06-14,0,48,45,132,186,5,0,0,0,1,0,80
2018-06-15,3,69,57,148,177,0,0,0,0,0,0,190
2018-06-16,1,113,62,308,789,0,0,0,0,0,0,167
2018-06-17,0,70,60,102,225,3,0,0,0,0,0,228
2018-06-18,2,62,57,172,454,15,0,0,1,1,0,172
2018-06-19,5,98,77,34,69,10,0,0,0,2,0,214
2018-06-20,6,197,114,99,262,6,0,0,0,2,0,396
2018-06-21,1,145,159,141,157,8,0,0,2,0,0,205
2018-06-22,0,71,57,3,22,2,0,0,0,1,0,152
2018-06-23,2,100,111,32,102,91,0,0,0,2,0,206
2018-06-24,0,58,70,30,72,2,0,0,0,0,0,180
2018-06-25,4,89,58,16,52,1,0,0,0,1,0,224
2018-06-26,1,82,57,17,29,4,0,0,0,0,0,151
2018-06-27,2,79,73,22,75,2,0,0,0,1,0,94
2018-06-28,1,87,49,7,20,0,0,0,0,0,0,208
2018-06-29,1,60,39,2,18,0,0,0,0,0,0,83
2018-06-30,0,84,57,8,19,2,0,0,0,0,0,63
2018-07-01,1,101,83,56,87,2,0,0,0,0,0,557
2018-07-02,1,77,126,37,102,4,0,0,0,0,0,161
2018-07-03,2,71,76,94,68,0,0,0,0,2,0,243
2018-07-04,1,53,72,50,77,2,0,0,0,0,0,200
2018-07-05,8,77,52,35,48,0,0,0,0,1,0,247
2018-07-06,3,49,53,21,31,0,0,0,0,0,0,186
2018-07-07,2,55,82,20,34,2,0,0,0,1,0,154
2018-07-08,4,81,70,12,32,0,0,0,0,0,0,255
2018-07-09,5,81,71,5,22,2,0,0,0,1,0,143
2018-07-10,4,73,48,16,37,4,0,0,0,0,0,150
2018-07-11,0,57,57,29,60,2,0,0,0,0,0,354
2018-07-12,1,61,98,56,111,2,0,0,0,0,0,201
2018-07-13,1,50,42,34,42,2,0,0,0,1,0,170
2018-07-14,5,64,49,51,48,7,0,0,0,1,0,269
2018-07-15,1,30,34,18,25,2,0,0,0,0,0,110
2018-07-16,3,75,56,16,34,3,0,0,0,0,0,234
2018-07-17,1,102,122,158,191,0,0,0,0,0,0,239
2018-07-18,4,69,58,39,26,4,0,0,0,0,0,239
2018-07-19,4,64,63,31,53,3,0,0,0,0,0,176
2018-07-20,3,82,67,18,37,3,0,0,0,0,0,177
2018-07-21,4,52,45,15,24,2,0,0,0,0,0,105
2018-07-22,3,79,57,10,32,20,0,0,0,1,0,124
2018-07-23,2,67,85,17,53,23,0,0,0,1,0,247
2018-07-24,2,106,73,12,30,3,0,0,0,0,0,114
2018-07-25,4,108,52,15,27,3,0,0,0,1,0,136
2018-07-26,2,129,69,15,22,0,0,0,0,0,0,174
2018-07-27,1,84,83,21,39,9,0,0,0,2,0,191
2018-07-28,0,46,44,14,27,2,0,0,0,0,0,236
2018-07-29,2,76,36,22,27,1,0,0,0,1,0,179
2018-07-30,0,99,93,54,63,1,0,0,0,0,0,231
2018-07-31,0,164,107,26,64,4,0,0,0,0,0,317
2018-08-01,1,146,59,47,67,1,0,0,0,0,0,369
2018-08-02,2,117,134,40,52,0,0,0,0,0,0,207
2018-08-03,2,136,68,46,39,2,0,0,0,0,0,243
2018-08-04,4,171,75,53,68,1,0,0,0,2,0,286
2018-08-05,0,173,115,23,25,1,0,0,0,0,0,274
2018-08-06,0,196,112,49,41,0,0,0,0,0,0,224
2018-08-07,2,253,209,43,58,0,0,0,0,1,0,258
2018-08-08,7,204,133,89,60,14,0,0,0,2,0,223
2018-08-09,4,180,207,21,56,6,0,0,0,1,0,272
2018-08-10,1,62,76,67,104,0,0,0,0,0,0,303
2018-08-11,2,51,83,51,54,1,0,0,0,0,0,254
2018-08-12,0,58,78,70,72,0,0,0,0,0,0,349
2018-08-13,1,73,111,84,73,0,0,0,0,0,0,317
2018-08-14,0,75,58,18,35,5,0,0,0,0,0,222
2018-08-15,1,104,78,37,36,7,0,0,0,0,0,418
2018-08-16,3,107,117,63,57,5,0,0,5,2,0,424
2018-08-17,1,95,78,83,57,4,0,0,0,0,0,398
2018-08-18,4,85,112,46,42,3,0,0,0,2,0,236
2018-08-19,3,191,145,25,67,6,0,0,0,0,0,347
2018-08-20,0,69,42,2,11,0,0,0,0,0,0,145
2018-08-21,4,53,34,10,12,1,0,0,0,1,0,78
2018-08-22,2,74,89,55,62,9,0,0,0,1,0,405
2018-08-23,4,126,122,109,105,11,0,0,0,0,0,417
2018-08-24,8,156,142,68,39,14,0,0,0,3,0,543
2018-08-25,2,103,105,80,93,6,0,0,0,1,0,446
2018-08-26,0,84,66,63,70,0,0,0,0,0,0,529
2018-08-27,5,127,111,51,30,0,0,0,0,1,0,445
2018-08-28,3,129,150,87,104,3,0,0,0,0,0,658
2018-08-29,1,100,109,77,70,2,0,0,0,1,0,282
2018-08-30,2,85,71,25,27,2,0,0,0,0,0,249
2018-08-31,0,109,94,112,75,0,0,0,0,0,0,343
2018-09-01,1,78,95,37,55,3,0,0,0,0,0,249
2018-09-02,1,88,101,25,31,2,0,0,0,1,0,208
2018-09-03,1,111,107,31,69,3,0,0,0,0,0,265
2018-09-04,2,64,84,20,55,10,0,0,0,1,0,307
2018-09-05,0,68,95,23,37,1,0,0,0,0,0,256
2018-09-06,4,52,50,4,24,0,0,0,0,0,0,191
2018-09-07,0,47,50,8,33,0,0,0,0,0,0,135
2018-09-08,2,45,81,15,50,4,0,0,0,0,0,94
2018-09-09,0,83,76,66,67,1,0,0,0,0,0,250
2018-09-10,1,107,129,73,124,6,0,0,0,1,0,290
2018-09-11,0,45,47,18,30,2,0,0,0,0,0,160
2018-09-12,1,50,31,34,36,0,0,0,0,0,0,174
2018-09-13,3,59,42,22,30,5,0,0,0,0,0,84
2018-09-14,0,63,55,61,43,5,0,0,0,0,0,345
2018-09-15,0,134,75,111,81,2,0,0,0,0,0,315
2018-09-16,1,231,96,64,102,1,0,0,1,0,0,209
2018-09-17,2,169,46,21,41,1,0,0,0,1,0,210
2018-09-18,1,132,89,36,36,1,0,0,0,0,0,245
2018-09-19,3,54,57,38,37,2,0,0,0,0,0,272
2018-09-20,3,60,58,16,10,4,0,0,0,0,0,228
2018-09-21,3,55,74,3,39,3,0,0,0,0,0,65
2018-09-22,1,158,42,27,28,0,0,0,0,1,0,310
2018-09-23,1,120,87,53,65,3,0,0,0,2,0,354
2018-09-24,1,195,68,45,63,4,0,0,0,0,0,301
2018-09-25,2,99,45,58,37,1,0,0,0,0,0,187
2018-09-26,3,97,53,19,40,2,0,0,0,0,0,400
2018-09-27,2,55,42,13,22,1,0,0,0,3,0,179
2018-09-28,4,99,82,15,29,76,0,0,0,3,0,189
2018-09-29,2,83,103,125,139,98,0,0,0,7,0,281
2018-09-30,4,108,70,30,84,0,0,0,0,2,0,136
2018-10-01,0,68,39,24,30,0,0,0,0,0,0,186
2018-10-02,0,54,70,34,79,0,0,0,0,0,0,138
2018-10-03,2,91,42,19,26,0,0,0,0,1,0,81
2018-10-04,1,72,82,2,20,0,0,0,0,0,0,173
2018-10-05,2,65,56,36,34,0,0,0,0,0,0,118
2018-10-06,1,66,55,4,34,0,0,0,0,0,0,223
2018-10-07,2,68,64,25,64,0,0,0,0,0,0,223
2018-10-08,4,87,260,13,175,0,0,0,0,0,0,145
2018-10-09,2,75,126,26,29,1,0,0,0,0,0,138
2018-10-10,3,52,51,23,33,0,0,0,0,1,0,278
2018-10-11,1,49,28,7,21,0,0,0,0,0,0,172
2018-10-12,3,43,94,52,84,3,0,0,1,1,0,169
2018-10-13,1,92,80,36,45,0,0,0,0,0,0,319
2018-10-14,4,65,64,5,47,2,0,0,0,0,0,120
2018-10-15,0,33,47,15,45,0,0,0,0,0,0,101
2018-10-16,0,53,67,11,52,0,0,0,0,0,0,213
2018-10-17,1,47,60,15,31,0,0,0,0,0,0,129
2018-10-18,0,36,36,12,31,0,0,0,0,0,0,135
2018-10-19,1,45,83,34,70,9,0,0,0,0,0,180
2018-10-20,1,33,41,14,26,0,0,0,0,0,0,255
2018-10-21,0,37,77,73,72,1,0,0,0,0,0,234
2018-10-22,0,32,32,4,23,2,0,0,0,0,0,198
2018-10-23,2,45,43,7,26,1,0,0,0,0,0,128
2018-10-24,1,55,58,24,51,3,0,0,0,0,0,195
2018-10-25,0,26,38,26,33,1,0,0,0,0,0,192
2018-10-26,3,53,75,60,92,22,0,0,0,2,0,286
2018-10-27,5,38,86,137,279,61,0,0,0,0,0,190
2018-10-28,1,46,50,45,63,7,0,0,0,0,0,203
2018-10-29,3,42,37,45,91,1,0,0,0,2,0,136
2018-10-30,2,29,36,8,28,0,0,0,0,0,0,82
2018-10-31,1,30,42,30,33,0,0,0,0,0,0,142
2018-11-01,5,37,78,59,95,79,0,0,0,1,0,152
2018-11-02,1,28,28,15,23,3,0,0,0,0,0,308
2018-11-03,1,33,52,11,17,1,0,0,0,0,0,288
2018-11-04,0,28,60,17,41,4,0,0,0,0,0,140
2018-11-05,1,37,24,1,12,0,0,0,0,0,0,140
2018-11-06,3,55,67,66,48,29,0,0,0,0,0,241
2018-11-07,1,63,69,56,41,1,0,0,0,1,0,211
2018-11-08,0,29,42,26,33,0,0,0,0,0,0,206
2018-11-09,1,39,43,9,11,0,0,0,1,0,0,183
2018-11-10,3,48,55,21,45,0,0,0,0,0,0,334
2018-11-11,1,43,56,22,41,0,0,0,0,0,0,314
2018-11-12,3,32,20,3,8,1,0,0,0,1,0,82
2018-11-13,2,23,34,11,18,2,0,0,0,0,0,133
2018-11-14,2,27,28,15,18,3,0,0,0,1,0,195
2018-11-15,1,24,38,67,47,0,0,0,0,0,0,183
2018-11-16,1,46,39,13,30,1,0,0,0,0,0,141
2018-11-17,2,45,73,15,42,3,0,0,0,0,0,340
2018-11-18,0,109,85,60,58,18,0,0,0,0,0,177
2018-11-19,1,27,72,6,46,0,0,0,0,1,0,147
2018-11-20,1,66,57,28,47,3,0,0,0,0,0,190
2018-11-21,2,42,40,14,30,3,0,0,0,1,0,173
2018-11-22,1,56,49,22,35,0,0,0,0,0,0,152
2018-11-23,1,42,32,18,45,7,0,0,0,1,0,162
2018-11-24,2,65,63,44,29,7,0,0,0,0,0,251
2018-11-25,0,51,47,78,58,3,0,0,0,0,0,432
2018-11-26,1,34,73,4,38,0,0,0,0,0,0,185
2018-11-27,0,73,242,66,61,10,0,0,0,0,0,259
2018-11-28,0,8,27,5,12,1,0,0,0,0,0,18
2018-11-29,1,37,36,25,28,4,0,0,0,0,0,109
2018-11-30,2,31,33,15,28,0,0,0,0,0,0,185
2018-12-01,1,43,51,43,36,0,0,0,0,0,0,418
2018-12-02,2,178,141,159,76,2,0,0,0,1,0,356
2018-12-03,0,29,32,29,23,1,0,0,0,0,0,163
2018-12-04,1,18,49,65,28,0,0,0,0,0,0,94
2018-12-05,4,69,58,21,47,3,0,0,0,1,0,399
2018-12-06,0,100,41,31,25,0,0,0,0,0,0,50
2018-12-07,0,45,74,58,58,0,0,0,0,0,0,257
2018-12-08,4,33,71,69,51,2,0,0,0,2,0,319
2018-12-09,0,53,74,83,41,0,0,0,0,0,0,438
2018-12-10,1,158,70,61,37,8,0,0,0,0,0,172
2018-12-11,1,143,58,22,37,0,0,0,0,0,0,229
2018-12-12,4,86,67,53,46,0,0,0,0,2,0,197
2018-12-13,0,56,80,74,57,0,0,0,0,0,0,224
2018-12-14,1,37,71,62,57,1,0,0,0,1,0,374
2018-12-15,2,196,96,79,69,5,0,0,0,0,0,422
2018-12-16,3,170,119,59,85,10,0,0,0,1,0,398
2018-12-17,0,181,92,79,75,0,0,0,0,0,0,322
2018-12-18,0,116,77,60,101,2,0,0,1,0,0,327
2018-12-19,0,62,80,59,68,1,0,0,0,1,0,364
2018-12-20,0,67,62,69,54,0,0,0,0,0,0,263
2018-12-21,0,80,81,97,78,3,0,0,0,0,0,267
2018-12-22,3,76,45,59,38,1,0,0,0,1,0,265
2018-12-23,0,70,77,88,62,2,0,0,0,0,0,417
2018-12-24,0,149,73,86,46,0,0,0,0,0,0,230
2018-12-25,0,64,35,23,26,2,0,0,0,0,0,202
2018-12-26,0,159,139,101,94,2,0,0,0,0,0,373
2018-12-27,1,92,102,54,78,0,0,0,0,0,0,415
2018-12-28,1,99,49,39,45,4,0,0,0,0,0,254
2018-12-29,1,176,122,72,87,0,0,0,0,0,0,272
2018-12-30,0,79,140,265,99,2,0,0,0,0,0,456
2018-12-31,1,124,73,85,59,0,0,0,0,0,0,336
2019-01-01,0,104,80,49,55,0,0,0,0,1,0,187
2019-01-02,0,63,50,36,63,1,0,0,0,0,0,124
2019-01-03,0,56,55,9,31,0,0,0,0,0,0,138
2019-01-04,2,62,48,22,36,4,0,0,0,1,0,210
2019-01-05,0,160,38,55,64,0,0,0,0,0,0,174
2019-01-06,1,77,40,4,23,0,0,0,0,0,0,263
2019-01-07,0,47,41,43,42,0,0,0,0,0,0,145
2019-01-08,0,28,47,50,44,0,0,0,0,0,0,241
2019-01-09,0,54,68,23,44,3,0,0,0,0,0,281
2019-01-10,1,17,41,25,29,1,0,0,1,0,0,145
2019-01-11,0,97,68,51,51,0,0,0,0,0,0,247
2019-01-12,1,137,79,62,82,2,0,0,0,0,0,298
2019-01-13,0,122,104,49,49,1,0,0,0,0,0,371
2019-01-14,0,78,115,118,141,2,0,0,0,0,0,242
2019-01-15,2,129,70,45,48,3,0,0,0,1,0,279
2019-01-16,1,62,105,111,107,0,0,0,0,0,0,252
2019-01-17,0,24,79,48,70,2,0,0,0,0,0,129
2019-01-18,1,35,65,27,58,7,0,0,0,0,0,205
2019-01-19,0,20,56,30,74,1,0,0,0,0,0,297
2019-01-20,0,31,70,47,68,0,0,0,0,0,0,248
2019-01-21,1,39,84,35,96,2,0,0,0,0,0,232
2019-01-22,0,19,49,35,63,1,0,0,0,0,0,163
2019-01-23,1,33,38,24,40,3,0,0,0,0,0,129
2019-01-24,0,23,40,24,48,0,0,0,0,0,0,366
2019-01-25,2,24,47,10,20,0,0,0,0,0,0,164
2019-01-26,0,29,69,41,40,3,0,0,0,0,0,188
2019-01-27,1,23,44,56,48,2,0,0,0,0,0,189
2019-01-28,1,89,122,111,100,0,0,0,0,1,0,541
2019-01-29,0,77,96,35,62,2,0,0,0,0,0,227
2019-01-30,0,113,83,35,58,0,0,0,0,0,0,255
2019-01-31,1,74,40,89,54,1,0,0,0,0,0,303
2019-02-01,0,125,150,81,128,2,0,0,0,1,0,319
2019-02-02,0,84,52,36,53,4,0,0,0,0,0,136
2019-02-03,1,71,74,47,74,2,0,0,0,0,0,181
2019-02-04,1,65,77,30,46,1,0,0,0,0,0,235
2019-02-05,0,24,52,18,41,1,0,0,0,0,0,73
2019-02-06,1,37,65,34,62,0,0,0,0,0,0,257
2019-02-07,0,91,75,79,66,0,0,0,0,0,0,243
2019-02-08,1,27,33,26,29,1,0,0,0,0,0,85
2019-02-09,1,25,33,25,31,2,0,0,0,0,0,267
2019-02-10,0,27,49,28,39,0,0,0,0,0,0,164
2019-02-11,0,22,84,62,89,0,0,0,0,0,0,110
2019-02-12,0,19,51,40,38,0,0,0,0,0,0,63
2019-02-13,1,23,30,14,14,0,0,0,0,1,0,238
2019-02-14,2,29,80,40,72,1,0,0,0,0,0,174
2019-02-15,2,16,50,18,35,1,0,0,0,0,0,98
2019-02-16,3,53,34,1,20,0,0,0,0,0,0,124
2019-02-17,1,19,63,29,53,2,0,0,0,0,0,177
2019-02-18,1,17,28,24,42,0,0,0,0,1,0,156
2019-02-19,1,23,50,20,39,0,0,0,0,0,0,163
2019-02-20,0,38,63,30,42,2,0,0,0,0,0,222
2019-02-21,1,15,40,13,41,0,0,0,0,0,0,159
2019-02-22,0,45,21,3,9,0,0,0,0,0,0,67
2019-02-23,0,38,48,73,65,2,0,0,0,0,0,314
2019-02-24,2,32,60,48,56,6,0,0,0,0,0,274
2019-02-25,0,42,64,43,61,4,0,0,0,0,0,281
2019-02-26,1,29,37,18,27,0,0,0,0,0,0,114
2019-02-27,0,43,85,20,46,1,0,0,0,0,0,296
2019-02-28,0,27,74,19,66,2,0,0,0,1,0,283
2019-03-01,0,13,38,16,27,1,0,0,0,0,0,206
2019-03-02,0,44,96,72,74,0,0,0,0,0,0,300
2019-03-03,3,26,54,106,137,199,0,0,0,3,0,116
2019-03-04,1,14,21,20,12,6,0,0,0,0,0,141
2019-03-05,0,39,49,15,27,0,0,0,0,0,0,340
2019-03-06,1,41,66,8,36,1,0,0,0,0,0,241
2019-03-07,0,16,52,10,39,1,0,0,0,0,0,243
2019-03-08,1,99,115,35,89,0,0,0,0,0,0,364
2019-03-09,2,33,82,46,48,44,0,0,0,1,0,236
2019-03-10,0,19,52,28,30,0,0,0,0,0,0,207
2019-03-11,0,33,30,38,30,0,0,0,0,0,0,181
2019-03-12,0,20,31,13,33,2,0,0,0,1,0,191
2019-03-13,0,32,69,41,59,1,0,0,0,0,0,286
2019-03-14,0,29,77,14,61,0,0,0,0,0,0,152
2019-03-15,1,34,69,37,71,2,0,0,0,0,0,255
2019-03-16,0,18,73,29,41,0,0,0,0,0,0,111
2019-03-17,1,30,36,10,37,2,0,0,0,0,0,120
2019-03-18,1,32,70,38,57,1,0,0,0,0,0,255
2019-03-19,2,76,63,18,41,1,0,0,0,0,0,177
2019-03-20,0,27,79,58,79,1,0,0,0,0,0,171
2019-03-21,0,32,48,46,65,0,0,0,0,0,0,166
2019-03-22,0,39,54,19,25,0,0,0,0,0,0,123
2019-03-23,0,30,54,13,50,1,0,0,0,0,0,221
2019-03-24,1,38,52,10,13,0,0,0,0,0,0,119
2019-03-25,0,41,81,73,54,1,0,0,0,0,0,411
2019-03-26,0,31,38,58,63,1,0,0,0,0,0,222
2019-03-27,0,21,78,10,71,0,0,0,0,0,0,202
2019-03-28,0,14,35,203,61,5,0,0,0,0,0,141
2019-03-29,2,20,64,52,227,1,0,0,0,0,0,234
2019-03-30,1,18,33,30,40,1,0,0,0,0,0,174
2019-03-31,0,31,67,60,93,0,0,0,0,0,0,297
2019-04-01,1,45,69,68,78,0,0,0,2,1,0,157
2019-04-02,3,19,50,20,72,19,0,0,0,0,0,163
2019-04-03,2,25,41,42,67,0,0,0,0,1,0,159
2019-04-04,0,31,112,55,198,3,0,0,0,1,0,332
2019-04-05,0,18,33,13,36,2,0,0,0,0,0,78
2019-04-06,1,12,50,14,45,0,0,0,0,0,0,154
2019-04-07,0,18,51,7,44,2,0,0,0,0,0,183
2019-04-08,1,14,28,9,36,1,0,0,0,1,0,57
2019-04-09,0,19,46,8,37,3,0,0,0,0,0,187
2019-04-10,1,16,63,7,32,1,0,0,4,0,0,209
2019-04-11,2,19,54,29,61,1,0,0,0,0,0,144
2019-04-12,0,14,56,32,78,1,0,0,0,0,0,161
2019-04-13,1,32,76,12,69,0,0,0,0,0,0,168
2019-04-14,0,13,56,36,83,0,0,0,0,0,0,112
2019-04-15,1,11,37,21,47,0,0,0,0,0,0,55
2019-04-16,0,7,11,5,14,0,0,0,0,0,0,95
2019-04-17,1,12,21,7,28,0,0,0,0,0,0,94
2019-04-18,0,18,38,32,42,1,0,0,0,0,0,77
2019-04-19,1,18,46,34,49,2,0,0,0,0,0,127
2019-04-20,2,20,42,22,59,0,0,0,0,0,0,111
2019-04-21,2,14,55,30,85,0,0,0,0,1,0,202
2019-04-22,0,30,51,14,51,0,0,0,0,0,0,196
2019-04-23,0,10,22,16,28,0,0,0,0,0,0,89
2019-04-24,1,34,53,18,54,2,0,0,0,0,0,204
2019-04-25,1,34,82,31,92,0,0,0,0,1,0,257
2019-04-26,1,19,55,18,69,0,0,0,0,0,0,134
2019-04-27,0,4,32,9,36,0,0,0,0,0,0,99
2019-04-28,1,8,21,5,22,0,0,0,0,0,0,56
2019-04-29,0,13,34,4,38,0,0,0,0,0,0,152
2019-04-30,2,29,64,39,77,3,0,0,0,1,0,237
2019-05-01,1,20,38,9,23,1,0,0,0,0,0,98
2019-05-02,0,19,25,10,25,0,0,0,0,0,0,205
2019-05-03,2,17,27,11,21,0,0,0,0,1,0,116
2019-05-04,0,21,42,50,64,1,0,0,0,0,0,202
2019-05-05,0,17,44,21,58,0,0,0,0,0,0,163
2019-05-06,0,26,23,7,23,1,0,0,0,0,0,156
2019-05-07,0,22,44,9,23,0,0,0,0,0,0,188
2019-05-08,0,34,47,14,34,1,0,0,0,0,0,133
2019-05-09,1,25,45,24,40,0,0,0,0,0,0,247
2019-05-10,0,23,58,28,70,1,0,0,0,0,0,86
2019-05-11,0,23,37,31,35,0,0,0,0,0,0,182
2019-05-12,0,31,60,50,72,0,0,0,0,0,0,383
2019-05-13,0,12,34,12,34,0,0,0,0,0,0,69
2019-05-14,0,36,42,26,57,0,0,0,0,0,0,329
2019-05-15,2,30,51,49,71,2,0,0,0,0,0,145
2019-05-16,0,13,30,24,36,0,0,0,0,0,0,175
2019-05-17,1,12,21,8,26,0,0,0,0,0,0,150
2019-05-18,1,17,20,19,36,0,0,0,0,0,0,214
2019-05-19,0,30,42,12,33,1,0,0,0,0,0,289
2019-05-20,1,24,53,29,62,0,0,0,0,0,0,349
2019-05-21,1,27,31,16,30,2,0,0,0,1,0,308
2019-05-22,1,26,47,22,54,1,0,0,0,0,0,123
2019-05-23,0,28,75,18,68,0,0,0,0,0,0,192
2019-05-24,0,21,43,10,39,0,0,0,0,0,0,212
2019-05-25,2,16,52,50,50,7,0,0,0,0,0,122
2019-05-26,0,24,31,24,33,0,0,0,0,0,0,348
2019-05-27,0,15,20,21,32,1,0,0,0,0,0,59
2019-05-28,4,44,37,25,24,7,0,0,0,4,0,124
2019-05-29,0,36,52,55,49,0,0,0,0,0,0,273
2019-05-30,0,46,78,54,66,0,0,0,0,0,0,348
2019-05-31,0,32,67,67,75,0,0,0,0,0,0,167
2019-06-01,1,15,19,20,53,0,0,0,0,0,0,138
2019-06-02,0,29,46,56,59,1,0,0,0,0,0,387
2019-06-03,1,48,72,57,60,3,0,0,0,0,0,200
2019-06-04,0,30,34,34,53,0,0,0,0,0,0,337
2019-06-05,3,19,31,24,45,0,0,0,0,0,0,222
2019-06-06,0,35,55,48,57,0,0,0,0,0,0,452
2019-06-07,1,18,29,7,24,0,0,0,0,0,0,152
2019-06-08,1,14,27,26,42,0,0,0,0,0,0,237
2019-06-09,0,28,45,52,39,0,0,0,0,0,0,284
2019-06-10,0,12,25,8,23,2,0,0,0,0,0,148
2019-06-11,0,14,32,13,31,0,0,0,0,0,0,194
2019-06-12,0,22,49,59,55,1,0,0,0,0,0,258
2019-06-13,0,20,26,32,24,0,0,0,0,0,0,208
2019-06-14,0,31,44,23,52,0,0,0,0,0,0,183
2019-06-15,0,22,40,19,39,0,0,0,0,0,0,213
2019-06-16,0,20,39,9,37,0,0,0,0,0,0,220
2019-06-17,1,18,41,12,32,1,0,0,0,0,0,209
2019-06-18,0,15,26,13,30,0,0,0,1,0,0,188
2019-06-19,0,18,21,7,19,0,0,0,0,0,0,124
2019-06-20,0,35,65,23,50,0,0,0,1,0,0,325
2019-06-21,1,16,51,20,60,1,0,0,0,1,0,185
2019-06-22,0,25,42,34,58,1,0,0,0,0,0,267
2019-06-23,2,51,51,33,53,1,0,0,0,0,0,325
2019-06-24,0,23,57,37,63,14,0,0,0,0,0,218
2019-06-25,0,20,55,47,79,3,0,0,0,0,0,199
2019-06-26,0,27,42,56,66,3,0,0,0,0,0,131
2019-06-27,1,39,72,26,93,4,0,0,0,0,0,208
2019-06-28,0,24,69,50,76,0,0,0,0,0,0,297
2019-06-29,0,19,69,52,89,0,0,0,0,0,0,297
2019-06-30,0,46,145,91,138,2,0,0,0,0,0,207
2019-07-01,0,23,90,78,109,0,0,0,0,0,0,261
2019-07-02,1,17,66,68,82,1,0,0,0,0,0,123
2019-07-03,0,41,93,77,112,0,0,0,0,0,0,303
2019-07-04,0,20,105,81,119,2,0,0,0,0,0,223
2019-07-05,0,21,88,35,116,1,0,0,0,0,0,367
2019-07-06,0,29,110,128,128,2,0,0,0,0,0,294
2019-07-07,0,30,74,90,91,1,0,0,0,0,0,375
2019-07-08,1,39,111,104,130,1,0,0,0,0,0,228
2019-07-09,3,31,53,35,62,0,0,0,0,2,0,155
2019-07-10,1,18,35,20,47,0,0,0,0,0,0,128
2019-07-11,2,32,56,47,63,17,0,0,0,0,0,164
2019-07-12,0,24,97,115,146,0,0,0,0,0,0,196
2019-07-13,0,42,93,77,120,3,0,0,0,0,0,286
2019-07-14,0,33,88,48,106,195,0,0,0,0,0,255
2019-07-15,0,40,107,126,222,2,0,0,0,0,0,260
2019-07-16,0,39,80,59,111,1,0,0,0,0,0,208
2019-07-17,0,29,74,94,139,0,0,0,0,0,0,308
2019-07-18,0,16,65,55,110,0,0,0,0,0,0,146
2019-07-19,2,31,97,102,142,1,0,0,0,0,0,281
2019-07-20,0,36,125,140,220,0,0,0,0,1,0,320
2019-07-21,0,26,91,129,191,1,0,0,0,0,0,359
2019-07-22,1,25,77,66,128,3,0,0,9,0,0,226
2019-07-23,0,12,26,77,96,2,0,0,0,0,0,123
2019-07-24,0,16,36,28,54,0,0,0,0,0,0,129
2019-07-25,0,17,33,27,54,0,0,0,0,0,0,236
2019-07-26,0,25,85,76,118,0,0,0,0,0,0,287
2019-07-27,0,15,86,80,116,1,0,0,0,0,0,216
2019-07-28,0,40,62,105,142,0,0,0,0,0,0,184
2019-07-29,1,28,66,93,127,0,0,0,0,0,0,151
2019-07-30,0,73,92,39,92,0,0,0,0,0,0,234
2019-07-31,1,106,92,74,145,0,0,0,0,0,0,253
2019-08-01,0,73,40,62,93,1,0,0,1,0,0,169
2019-08-02,1,78,55,28,62,0,0,0,0,0,0,173
2019-08-03,0,98,50,45,73,0,0,0,0,0,0,145
2019-08-04,0,55,33,35,48,0,0,0,0,0,0,246
2019-08-05,0,71,61,49,102,1,0,0,0,0,0,192
2019-08-06,1,44,101,40,88,1,0,0,0,0,0,44
2019-08-07,1,34,56,56,76,0,0,0,0,0,0,239
2019-08-08,0,21,98,64,156,0,0,0,0,0,0,126
2019-08-09,2,23,93,43,119,2,0,0,0,0,0,270
2019-08-10,0,27,111,96,174,0,0,0,0,0,0,444
2019-08-11,0,22,64,34,92,0,0,0,0,0,0,240
2019-08-12,1,21,87,63,115,0,0,0,0,0,0,310
2019-08-13,1,29,90,47,110,1,0,0,0,0,0,297
2019-08-14,0,30,71,69,105,0,0,0,0,0,0,236
2019-08-15,1,10,48,35,54,0,0,0,0,0,0,160
2019-08-16,0,32,87,41,103,0,0,0,0,0,0,336
2019-08-17,1,29,59,17,64,1,0,0,0,0,0,226
2019-08-18,0,22,93,39,110,3,0,0,0,0,0,266
2019-08-19,0,31,69,67,158,1,0,0,0,0,0,185
2019-08-20,0,46,98,49,92,3,0,0,1,0,0,243
2019-08-21,0,22,93,17,56,0,0,0,0,0,0,254
2019-08-22,0,30,59,53,93,1,0,0,0,0,0,236
2019-08-23,1,27,125,49,114,0,0,0,0,0,0,269
2019-08-24,1,32,84,61,116,0,0,0,0,0,0,293
2019-08-25,0,24,53,23,70,0,0,0,0,0,0,265
2019-08-26,0,22,100,36,107,0,0,0,0,0,0,364
2019-08-27,0,52,72,28,87,0,0,0,0,0,0,367
2019-08-28,0,25,108,83,111,4,0,0,0,0,0,297
2019-08-29,0,29,79,58,105,2,0,0,0,0,0,214
2019-08-30,0,54,133,53,126,10,0,0,0,0,0,486
2019-08-31,0,26,91,21,90,32,0,0,0,0,0,280
